Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Regen Ratio,Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2025-03-01,26003,1,04:51:31,02:43 PM,07:34 PM,6.65,0.0,10.85,62.4,48.39999999999999,127.0,44.11734100000467,9.080237127666617,93.6,66.4,42.2,0.2494089834515367,2.878686637075126,26.13915728088731,44.67738133263317
2025-03-01,26003,2,02:59:57,08:20 PM,11:20 PM,3.550000000000001,0.0,8.5,46.40000000000001,30.60000000000002,91.29999999999998,29.43745112499892,9.815210155598416,63.6,42.4,25.4,0.2176520994001714,3.101491348973012,30.44178938594053,31.06519999563698
2025-03-01,26005,1,05:51:50,09:03 AM,02:55 PM,7.3,0.0,9.4,7.1,63.10000000000001,86.3,51.0300933749968,8.702431840359472,93.6,75.6,51.8,0.3750905141202027,1.691158967039719,14.71719564187589,56.9911287894617
2025-03-01,26006,1,03:35:08,07:40 AM,11:15 AM,1.8,0.0,6.850000000000001,25.45,24.4,60.40000000000001,24.85483999999997,6.931935543848767,93.6,81.2,18.8,0.2373737373737374,2.430110191817774,16.84536721413077,49.96349754954502
2025-03-01,26006,2,01:35:30,02:55 PM,04:30 PM,1.4,0.0,2.95,9.35,13.6,26.9,10.71864975000062,6.734230209424475,93.2,87.6,10.4,0.2788203753351206,2.509644463380142,16.90052356020943,49.93418740630158
2025-03-01,26006,3,04:35:26,07:23 PM,11:58 PM,2.55,0.0,10.25,53.25,23.00000000000001,92.5,22.13634187499702,4.822148780708535,81.6,61.2,19.8,0.176313446126447,4.178648871721605,20.15006656178144,31.80900361602968
2025-03-01,26008,1,08:21:36,08:49 AM,05:11 PM,4.45,0.0,15.15,20.9,115.1,152.9,102.526214999998,12.26390131578924,91.2,57.6,70.6,0.3158836689038031,1.49132590138047,18.28947368421052,54.45485636062637
2025-03-01,26009,1,03:19:01,12:01 AM,03:20 AM,2.75,0.0,8.899999999999999,35.2,24.39999999999999,70.4,29.36350797599152,8.852577565829453,72.4,52.4,26.0,0.2697095435684647,2.397533702633934,21.22435306925718,40.58021108253522
2025-03-01,26010,1,04:24:22,02:31 PM,06:56 PM,4.0,0.0,11.7,30.35,32.4,83.6,36.35020349999832,8.249951620224053,93.2,75.6,26.9,0.2434389140271493,2.29984957305683,18.97364771151178,46.11015899181348
2025-03-01,26010,2,02:26:46,07:39 PM,10:06 PM,2.45,0.0,8.25,23.59999999999999,20.10000000000001,57.89999999999999,23.45675525000115,9.589407097434039,73.6,60.8,17.3,0.2300531914893617,2.46837209080728,23.67022484669543,33.55093872784364
2025-03-01,26014,1,03:18:01,12:01 AM,03:19 AM,2.85,0.0,7.5,26.95,25.0,63.8,28.81608012499782,8.731410525207657,82.8,69.2,22.9,0.2641291810841984,2.214041594944545,19.33170608534635,40.58227275501603
2025-03-01,26014,2,02:04:39,08:50 AM,10:54 AM,3.0,0.0,4.550000000000001,13.1,20.0,40.9,18.8741441250022,9.08502725631875,92.4,80.8,15.3,0.2722419928825623,2.166985677820515,19.68712394705174,51.62964806976331
2025-03-01,26014,3,04:04:15,11:17 AM,03:21 PM,5.4,0.3,11.65,0.0,34.7,52.1,35.88417525000114,8.814945813715733,80.8,69.2,29.8,0.3638583638583638,1.451893477752379,12.79836233367451,58.61285332773542
2025-03-02,26005,1,04:55:30,02:51 PM,07:46 PM,6.75,0.0,11.75,58.8,44.8,131.2,44.19501237499935,8.973606573603929,93.2,65.2,35.9,0.2148414123279473,2.968660782052828,26.63959390862944,32.64793897903563
2025-03-02,26005,2,01:53:35,08:22 PM,10:15 PM,2.6,0.0,5.149999999999999,28.59999999999999,15.59999999999999,54.30000000000001,17.63140212500002,9.313726727806321,62.8,50.4,12.5,0.187125748502994,3.079732378345942,28.68378576669113,25.44168401266404
2025-03-02,26006,1,01:44:33,06:52 PM,08:36 PM,2.5,0.0,5.95,27.05,24.3,66.4,17.86441624999861,10.25217575322733,92.8,78.8,21.5,0.2445961319681456,3.716886075133027,38.10616929698709,28.35354278291974
2025-03-02,26008,1,03:59:14,02:56 PM,06:56 PM,3.25,0.0,10.5,48.9,46.3,106.3,36.35020349999832,9.116673582276295,93.2,70.4,26.2,0.1977358490566038,2.924330258563888,26.6601644141006,33.29630124179889
2025-03-02,26008,2,02:22:44,07:42 PM,10:05 PM,1.75,0.0,6.35,31.0,25.8,63.00000000000001,23.06839837499865,9.697131498131146,68.4,54.0,15.7,0.1994917407878017,2.731008844908753,26.48295189163942,26.0844193893713
2025-03-02,26010,1,06:14:57,08:46 AM,03:01 PM,5.9,0.0,14.5,69.35,57.7,160.7,53.67092012500507,8.588492352314454,93.2,58.4,46.6,0.2247949831162566,2.994172628785071,25.71542872382984,29.195417087537
2025-03-02,26012,1,02:00:41,09:57 PM,11:58 PM,2.1,0.0,7.35,29.7,31.0,69.6,19.34017237499938,9.615332212401295,92.4,77.6,9.4,0.1189873417721519,3.598726973600834,34.60295539290153,23.19428087738919
2025-03-02,26014,1,01:36:33,10:42 AM,12:18 PM,2.75,0.0,6.0,18.6,17.1,51.9,14.60159712899622,9.074011680370514,91.2,76.0,11.2,0.1774960380348653,3.55440569558899,32.25271879854997,28.7373608846026
2025-03-02,26014,2,02:54:00,12:33 PM,03:27 PM,3.2,0.0,7.900000000000002,16.15,38.4,67.6,32.62197749999905,11.24895775862036,75.2,57.6,21.7,0.2430011198208287,2.072222629667437,23.31034482758621,33.54706898413848
2025-03-03,26003,1,03:06:58,07:29 AM,10:36 AM,3.4,0.0,8.649999999999999,43.7,26.2,82.69999999999999,22.91305562500202,7.353093265288577,88.0,70.4,19.3,0.1892156862745098,3.609295999341105,26.53949010518809,26.78654549236595
2025-03-03,26003,2,01:24:26,10:52 AM,12:16 PM,1.149999999999999,0.0,2.9,8.75,7.400000000000002,20.40000000000001,8.388508500000171,5.961040386893134,70.0,65.2,7.199999999999999,0.2608695652173912,2.431898352370936,14.49664429530202,32.97581180348112
2025-03-03,26003,3,04:26:27,02:16 PM,06:42 PM,4.35,0.0,10.8,27.6,55.00000000000001,97.5,51.10776474999875,11.50859780446585,90.8,68.8,41.4,0.2980561555075594,1.907733599325578,21.95533871270407,38.08312032527473
