Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Regen Ratio,Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2024-10-01,26003,1,05:59:50,07:19 AM,01:18 PM,4.6,0.75,16.1,27.85,40.49999999999999,87.89999999999999,36.34771801600073,6.060758909569366,91.6,73.2,37.1,0.2968,2.418308625628308,14.65678554886522,62.73319026424885
2024-10-01,26003,2,03:17:01,02:05 PM,05:22 PM,2.35,0.0,4.5,0.0,30.3,35.6,27.18622399199376,8.279367766786018,73.2,63.6,27.1,0.4322169059011164,1.309486746319903,10.84172235851451,67.9770658483362
2024-10-01,26003,3,01:54:35,10:03 PM,11:58 PM,1.95,0.0,5.75,7.45,16.4,31.0,17.86317350800164,9.353807218735403,92.8,86.0,14.0,0.3111111111111111,1.735413922174234,16.23272727272727,59.017374325628
2024-10-01,26005,1,01:13:23,12:01 AM,01:14 AM,0.8500000000000001,0.0,2.1,3.749999999999999,4.4,11.2,6.370295492000878,5.208508692074304,82.0,79.6,5.1,0.3128834355828221,1.758160200584688,9.157392686804448,59.75648635658055
2024-10-01,26005,2,01:46:33,01:30 AM,03:17 AM,1.25,0.0,3.399999999999999,4.900000000000002,6.5,16.0,9.39761500399618,5.29194650623905,79.6,76.8,6.600000000000001,0.2920353982300886,1.702559638077987,9.009854528390427,59.39852366224637
2024-10-01,26005,3,03:47:10,07:54 AM,11:41 AM,4.25,0.0,7.350000000000001,11.65,29.1,51.4,30.9144499920003,8.1652252363317,92.8,82.0,28.8,0.3591022443890274,1.662652902228593,13.57593543653705,62.06142773565203
2024-10-01,26005,4,05:02:32,02:05 PM,07:07 PM,4.7,0.8,7.4,0.0,49.60000000000001,60.5,53.20427050400031,10.55175043049808,80.4,67.2,52.3,0.4636524822695035,1.137126764954914,11.9986778316439,67.0123322610447
2024-10-01,26005,5,02:41:50,07:30 PM,10:12 PM,2.600000000000001,0.0,4.300000000000001,6.55,24.10000000000001,36.3,28.50601599599759,10.56865680593113,66.8,58.8,28.2,0.4372093023255814,1.27341540835088,13.45829042224511,60.69133278528852
2024-10-01,26006,1,08:02:29,06:41 AM,02:44 PM,6.35,0.15,14.65,6.0,53.8,80.8,57.71045299599791,7.176677287146101,92.0,75.2,49.6,0.3803680981595092,1.40009297805379,10.04801547549138,63.1602828808979
2024-10-01,26006,2,02:37:48,04:40 PM,07:18 PM,2.2,0.3,4.8,0.95,33.8,41.59999999999999,28.66011600399725,10.89738251102557,73.2,64.0,31.5,0.4309165526675787,1.451494473860399,15.81749049429658,65.7045447627201
2024-10-01,26008,1,03:03:56,12:02 AM,03:06 AM,1.25,0.0,5.3,6.2,18.0,30.0,21.74798499999451,7.094304639360298,85.6,79.6,20.4,0.4047619047619048,1.379438141051117,9.786154403769482,59.54068480574587
2024-10-01,26008,2,04:43:28,06:46 AM,11:30 AM,3.4,0.0,6.949999999999999,5.75,45.9,60.5,53.12722049999866,11.24517837488212,92.4,79.6,38.1,0.3864097363083165,1.13877593125734,12.80573847601129,61.08621946948146
2024-10-01,26008,3,02:04:38,12:17 PM,02:21 PM,1.4,0.0,2.75,0.0,19.5,23.2,23.61209799999779,11.36715068199947,79.6,74.8,16.3,0.4126582278481013,0.9825471671344994,11.16876170098957,66.5044157989503
2024-10-01,26008,4,05:18:38,02:53 PM,08:12 PM,3.6,1.55,8.0,0.0,41.8,53.3,41.16707149199647,7.751933119112213,78.4,66.8,45.6,0.461071789686552,1.294724110029599,10.03661470865153,65.96837753080024
2024-10-01,26009,1,06:11:56,01:12 PM,07:24 PM,5.3,0.0,10.5,0.0,41.2,55.6,46.83646049600065,7.555621876035238,91.2,78.4,46.2,0.4538310412573673,1.187109346248478,8.96934934576089,66.76634503901836
2024-10-01,26009,2,02:29:48,07:53 PM,10:22 PM,1.8,0.0,4.5,8.95,14.09999999999999,28.6,18.79523000799963,7.528129509212137,78.0,70.4,16.0,0.3587443946188341,1.521662676531612,11.45527369826435,60.36643944931038
2024-10-01,26010,1,07:52:25,05:50 AM,01:42 PM,6.100000000000001,0.0,12.1,13.05,52.8,86.2,56.07749000799959,7.122207233332105,92.8,74.8,54.9,0.3890857547838413,1.537158670755474,10.9479626036338,62.1181365439232
2024-10-01,26010,2,04:39:26,02:12 PM,06:51 PM,4.45,0.15,7.350000000000001,3.7,65.10000000000001,80.8,53.905176991997,11.57453400758614,74.4,56.4,62.2,0.434965034965035,1.498928387008096,17.34939759036144,67.2327742545839
2024-10-01,26010,3,01:05:20,07:20 PM,08:26 PM,1.15,0.0,2.15,2.649999999999999,11.90000000000001,18.19999999999999,12.73810549999689,11.69826015305837,55.6,51.2,12.90000000000001,0.4147909967845662,1.428783895690331,16.7142857142857,61.8786356145686
2024-10-01,26011,1,08:09:30,07:12 AM,03:21 PM,6.15,0.55,13.4,13.7,78.89999999999999,110.8,79.53548799999771,9.748987293156002,62.4,32.0,69.2,0.3844444444444445,1.39308883098829,13.58120531154239,63.85460372627118
