Date,Bus,ID,Duration,Start Time,End Time,Air Compressor Energy [kWh],Rear HVAC Energy [kWh],LV Access. Energy [kWh],Electric Heater Energy [kWh],Traction Energy [kWh],Energy Used [kWh],Mileage [miles],Average Speed [mph],SOC Start [%],SOC End [%],Regen Energy [kWh],Regen Ratio,Net Energy Consumption [kWh/mile],Average Power Consumption [kW],Average Temperature [°F]
2025-07-01,26005,1,04:21:21,07:48 AM,12:10 PM,4.6,14.65,9.55,0.0,42.3,73.3,45.59309712500544,10.46713536445505,87.2,71.2,46.5,0.3881469115191987,1.607699512034219,16.8280084178305,79.66696520838228
2025-07-01,26005,2,04:42:28,01:55 PM,06:37 PM,4.95,16.25,10.85,0.0,59.7,94.4,53.51557737499388,11.36748162319908,68.0,45.6,51.8,0.3543091655266758,1.763972372726564,20.0519235308001,84.0256808422986
2025-07-01,26005,3,01:27:27,07:21 PM,08:49 PM,1.25,0.8500000000000014,2.25,0.0,13.0,16.90000000000001,14.44687574999989,9.91209313893646,45.2,41.2,12.3,0.4212328767123286,1.169803097392883,11.59519725557462,73.64218072891222
2025-07-01,26006,1,11:42:39,05:57 AM,05:40 PM,9.55,24.1,28.25,6.800000000000001,89.50000000000001,163.9,98.7203176250041,8.429828588202158,92.0,56.0,99.8,0.3784603716344331,1.660245873828986,13.99558813064826,81.82495256513913
2025-07-01,26006,2,01:12:22,06:04 PM,07:17 PM,1.049999999999999,0.6000000000000014,2.350000000000001,0.0,10.40000000000001,14.40000000000001,12.34974862499803,10.23931254030237,55.6,52.0,10.19999999999999,0.4146341463414631,1.166015636209138,11.93919852602488,75.03750769210191
2025-07-01,26008,1,03:49:11,07:47 AM,11:37 AM,2.85,7.5,7.65,0.0,42.09999999999999,59.40000000000001,41.8648711249989,10.96018733546622,92.4,79.6,40.5,0.4054054054054054,1.418850659366542,15.55086902770708,78.63862859067959
2025-07-01,26008,2,02:59:57,03:06 PM,06:06 PM,2.1,5.649999999999999,5.699999999999999,0.0,28.4,43.3,35.18513287499809,11.73163641289183,92.4,83.6,24.7,0.363235294117647,1.230633408543078,14.43734370658516,83.41700010299685
2025-07-01,26008,3,00:41:13,06:28 PM,07:09 PM,0.5,0.5500000000000007,1.2,0.0,8.899999999999995,11.4,10.71864975000062,15.60337205822978,83.2,80.8,7.599999999999998,0.4,1.063566798607197,16.59522846744844,74.91885790143695
2025-07-01,26008,4,04:27:23,07:31 PM,11:58 PM,2.55,2.15,7.25,0.0,25.6,36.99999999999999,35.7288325000045,8.017440441314978,80.8,73.2,22.4,0.3771043771043771,1.03557819864378,8.302686529950755,73.24842060347227
2025-07-01,26010,1,07:18:16,06:47 AM,02:05 PM,6.5,14.65,14.05,0.0,60.40000000000001,100.9,68.97218099999736,9.44249511712772,92.0,70.0,63.8,0.387370977534912,1.462908647183476,13.81350775783389,80.98875029365274
